CustomerID,purcahse_frequency,Total_spending,last_purchased,recency,next_purchase,Gap,churn
12465,1,440.94,2011-06-23 13:37:00,78,2011-11-22 16:34:00,152.0,1
12468,2,729.5400000000001,2011-06-05 11:36:00,96,,,1
12471,19,11081.0,2011-08-24 16:13:00,16,2011-09-16 10:39:00,22.0,0
12472,5,4927.6,2011-07-24 11:55:00,47,2011-10-19 11:49:00,86.0,0
12473,2,1175.75,2011-08-17 12:04:00,23,2011-10-17 11:27:00,60.0,0
12474,13,4362.06,2011-09-02 10:53:00,7,2011-10-11 12:38:00,39.0,0
12476,6,3191.67,2011-07-21 17:39:00,50,2011-09-16 10:56:00,56.0,0
12477,3,8834.03,2011-08-31 09:11:00,9,2011-10-07 09:16:00,37.0,0
12480,3,2144.95,2011-07-19 14:04:00,52,2011-11-11 14:52:00,115.0,1
12481,8,4085.2599999999998,2011-06-13 10:52:00,88,2011-10-05 09:46:00,113.0,1
12483,6,1624.06,2011-09-02 11:42:00,7,2011-10-30 11:34:00,57.0,0
12484,4,3658.65,2011-08-31 09:44:00,9,2011-11-04 15:18:00,65.0,0
12489,1,334.93,2011-01-07 13:13:00,245,,,1
12490,6,3552.59,2011-09-07 13:22:00,2,2011-11-02 14:51:00,56.0,0
12492,1,126.39000000000001,2011-08-26 14:51:00,14,2011-10-07 15:15:00,42.0,0
12493,2,433.74,2011-06-27 10:17:00,74,,,1
12494,5,868.86,2011-07-01 12:17:00,70,2011-10-30 15:44:00,121.0,1
12500,6,1773.8400000000001,2011-08-25 12:50:00,15,2011-10-06 09:37:00,41.0,0
12501,1,2169.39,2011-01-07 12:28:00,245,,,1
12502,5,3723.87,2011-09-05 11:52:00,4,,,1
12506,1,73.5,2011-04-21 08:54:00,141,,,1
12507,3,1304.81,2011-07-28 17:09:00,43,,,1
12509,1,176.5,2011-02-28 14:45:00,193,,,1
12510,2,982.5699999999999,2011-07-20 10:15:00,51,,,1
12513,1,612.29,2011-08-19 10:51:00,21,,,1
12514,1,1017.68,2011-03-17 16:38:00,176,,,1
12515,1,383.7,2010-12-21 15:43:00,262,,,1
12516,1,583.2,2011-06-12 11:37:00,89,2011-09-23 09:13:00,102.0,1
12517,2,1521.45,2011-08-05 15:02:00,35,2011-09-27 11:50:00,52.0,0
12518,1,324.83,2011-08-21 13:18:00,19,2011-09-23 15:45:00,33.0,0
12520,4,2045.85,2011-07-20 14:38:00,51,2011-09-21 15:23:00,63.0,0
12521,1,599.68,2011-07-20 10:51:00,51,,,1
12523,7,1017.75,2011-08-24 10:13:00,16,2011-09-21 14:43:00,28.0,0
12524,6,3122.48,2011-06-30 15:30:00,71,2011-10-07 11:19:00,98.0,1
12526,1,520.3,2011-09-06 14:19:00,3,2011-10-17 09:37:00,40.0,0
12527,2,284.92,2011-02-18 09:41:00,203,2011-09-19 11:55:00,213.0,1
12528,4,1287.37,2011-08-17 12:30:00,23,2011-10-07 11:57:00,50.0,0
12530,3,1221.65,2011-08-08 10:59:00,32,2011-10-11 12:34:00,64.0,0
12534,1,1089.18,2011-08-01 10:26:00,39,,,1
12535,2,716.35,2011-09-09 08:48:00,0,,,1
12539,3,4517.69,2011-03-22 16:00:00,171,2011-11-17 13:30:00,239.0,1
12540,11,9246.86,2011-09-08 13:38:00,1,2011-09-19 15:02:00,11.0,0
12541,2,536.14,2011-06-19 15:59:00,82,2011-11-10 10:40:00,143.0,1
12545,1,628.15,2011-03-25 12:04:00,168,2011-09-25 13:39:00,184.0,1
12547,2,207.79999999999998,2011-05-26 12:38:00,106,,,1
12548,1,95.19999999999999,2011-06-26 15:35:00,75,,,1
12551,1,168.0,2010-12-17 11:23:00,266,,,1
12553,7,2419.59,2011-08-21 14:42:00,19,2011-10-12 14:18:00,51.0,0
12556,1,308.75,2011-07-11 13:35:00,60,2011-10-20 13:06:00,100.0,1
12557,4,9000.960000000001,2011-07-04 13:19:00,67,2011-11-23 16:59:00,142.0,1
12559,2,561.71,2011-02-02 09:49:00,219,,,1
12560,2,1436.31,2011-08-19 15:22:00,21,2011-12-04 13:54:00,106.0,1
12561,1,238.85,2011-02-10 11:39:00,211,,,1
12562,3,1605.23,2011-08-05 08:40:00,35,2011-09-19 09:15:00,45.0,0
12564,1,456.9,2011-03-23 14:55:00,170,,,1
12565,1,145.92,2011-02-24 10:34:00,197,,,1
12567,9,7849.98,2011-09-04 14:22:00,5,2011-11-17 11:02:00,73.0,0
12569,15,2167.68,2011-09-08 15:22:00,1,2011-10-06 14:54:00,27.0,0
12571,1,248.35,2011-08-10 12:35:00,30,2011-10-31 10:19:00,81.0,0
12573,1,160.54000000000002,2011-04-26 15:52:00,136,,,1
12574,1,218.45,2011-01-28 09:20:00,224,,,1
12576,4,936.55,2011-09-05 10:06:00,4,2011-11-04 10:11:00,60.0,0
12577,1,195.89,2010-12-15 16:21:00,268,2011-11-04 13:15:00,323.0,1
12578,1,1608.66,2011-01-13 15:34:00,239,2011-11-18 13:30:00,308.0,1
12580,1,415.7,2011-04-07 10:24:00,155,,,1
12582,2,511.36,2011-04-15 08:45:00,147,,,1
12583,9,4232.21,2011-08-25 12:26:00,15,2011-09-21 10:40:00,26.0,0
12584,4,782.59,2011-08-04 17:07:00,36,2011-09-20 13:21:00,46.0,0
12585,2,2040.1,2011-04-19 13:39:00,143,,,1
12589,1,131.5,2011-07-18 12:05:00,53,2011-11-11 10:19:00,115.0,1
12590,2,9864.26,2011-05-12 14:52:00,120,,,1
12591,1,452.84999999999997,2011-01-26 14:35:00,226,,,1
12592,2,437.6,2011-09-08 15:04:00,1,,,1
12593,3,418.09999999999997,2011-08-23 12:43:00,17,,,1
12594,8,2529.9,2011-08-10 14:26:00,30,2011-10-24 12:44:00,74.0,0
12596,1,269.95,2011-04-11 13:22:00,151,2011-10-19 13:02:00,190.0,1
12597,2,1428.81,2011-06-09 16:04:00,92,2011-10-30 13:06:00,142.0,1
12598,4,1584.3799999999999,2011-07-01 11:43:00,70,2011-09-29 16:52:00,90.0,0
12599,6,857.04,2011-08-05 12:38:00,35,2011-11-10 13:34:00,97.0,1
12600,8,1936.5600000000002,2011-08-19 11:23:00,21,2011-09-16 14:20:00,28.0,0
12601,5,577.0600000000001,2011-06-03 10:17:00,98,,,1
12604,1,178.5,2011-03-23 12:06:00,170,2011-09-21 14:08:00,182.0,1
12609,2,800.73,2011-06-06 15:31:00,95,2011-09-22 16:34:00,108.0,1
12610,2,1256.25,2011-08-25 12:57:00,15,2011-10-25 14:23:00,61.0,0
12613,4,1462.52,2011-05-26 09:18:00,106,2011-10-13 14:59:00,140.0,1
12614,1,315.6,2011-03-07 10:22:00,186,,,1
12615,1,634.74,2011-06-24 13:35:00,77,2011-09-29 10:23:00,96.0,1
12616,2,713.3,2011-09-05 15:17:00,4,,,1
12619,5,2087.46,2011-08-15 13:22:00,25,2011-09-13 14:23:00,29.0,0
12620,1,561.66,2011-05-19 12:10:00,113,2011-09-20 10:06:00,123.0,1
12621,15,10195.04,2011-08-31 15:30:00,9,2011-09-19 13:28:00,18.0,0
12622,1,180.1,2011-04-21 16:39:00,141,,,1
12623,1,305.1,2011-03-08 13:50:00,185,,,1
12624,2,641.13,2011-08-25 15:04:00,15,,,1
12625,2,2683.82,2011-05-12 09:54:00,120,,,1
12626,6,4774.0,2011-08-19 11:46:00,21,2011-10-06 13:30:00,48.0,0
12627,5,2727.83,2011-09-04 14:09:00,5,2011-10-06 15:51:00,32.0,0
12633,3,1948.75,2011-08-02 09:35:00,38,2011-10-12 11:40:00,71.0,0
12635,1,683.64,2011-07-08 08:43:00,63,2011-09-11 11:04:00,65.0,0
12637,8,5658.9,2011-09-09 11:48:00,0,2011-10-03 13:46:00,24.0,0
12639,1,486.1,2011-04-15 12:48:00,147,,,1
12641,1,185.9,2011-08-16 13:26:00,24,,,1
12642,1,366.45,2011-08-24 09:23:00,16,2011-10-20 12:31:00,57.0,0
12643,6,3344.64,2011-08-03 12:56:00,37,,,1
12644,1,477.91,2011-08-02 10:33:00,38,,,1
12645,3,1310.8600000000001,2011-08-22 12:40:00,18,2011-11-06 12:38:00,75.0,0
12647,9,2886.71,2011-08-05 13:49:00,35,2011-09-11 13:32:00,36.0,0
12648,1,318.05,2011-07-08 11:55:00,63,,,1
12649,3,623.51,2011-08-24 14:41:00,16,,,1
12651,1,114.0,2011-01-09 12:46:00,243,,,1
12652,1,919.98,2011-01-12 15:00:00,240,,,1
12653,2,2209.85,2011-07-14 10:41:00,57,,,1
12654,3,337.75,2011-05-26 10:43:00,106,2011-11-02 14:57:00,160.0,1
12656,3,2820.67,2011-08-15 12:53:00,25,2011-09-28 11:38:00,43.0,0
12662,7,2653.66,2011-08-24 13:42:00,16,2011-10-18 09:24:00,54.0,0
12664,3,1957.48,2011-07-19 12:43:00,52,2011-09-13 15:35:00,56.0,0
12665,1,63.0,2011-01-19 08:34:00,233,,,1
12668,3,2924.4700000000003,2011-03-25 14:53:00,168,2011-11-28 10:56:00,247.0,1
12669,3,2744.0299999999997,2011-07-12 09:54:00,59,,,1
12670,3,1634.47,2011-09-02 09:51:00,7,2011-11-10 15:03:00,69.0,0
12672,1,225.89999999999998,2011-01-14 09:20:00,238,,,1
12673,1,220.9,2011-01-17 11:46:00,235,2011-12-04 13:55:00,321.0,1
12674,3,1402.0,2011-09-09 10:51:00,0,2011-11-01 12:12:00,53.0,0
12676,4,998.0500000000001,2011-08-08 10:01:00,32,2011-09-30 09:25:00,52.0,0
12678,9,8282.26,2011-08-31 11:22:00,9,2011-09-22 10:52:00,21.0,0
12679,2,906.38,2011-05-18 12:18:00,114,2011-09-13 10:34:00,117.0,1
12680,1,311.78,2011-08-18 15:44:00,22,2011-09-11 12:27:00,23.0,0
12681,15,9866.58,2011-07-11 11:39:00,60,2011-09-23 12:09:00,74.0,0
12682,20,8219.92,2011-08-31 12:18:00,9,2011-09-15 13:31:00,15.0,0
12683,12,6622.19,2011-09-08 10:35:00,1,2011-10-20 14:30:00,42.0,0
12684,4,1379.48,2011-06-22 11:20:00,79,2011-10-07 10:18:00,106.0,1
12685,2,1606.42,2011-09-08 10:32:00,1,2011-09-25 13:25:00,17.0,0
12686,1,89.14,2010-12-03 09:51:00,280,,,1
12688,1,4873.8099999999995,2011-08-18 08:49:00,22,,,1
12689,1,511.03,2011-08-04 10:04:00,36,2011-11-14 08:31:00,101.0,1
12690,1,389.01,2011-05-18 09:09:00,114,,,1
12691,4,556.3,2011-07-17 14:56:00,54,2011-10-12 12:54:00,86.0,0
12693,4,855.91,2011-08-04 17:51:00,36,,,1
12694,1,439.5,2011-06-09 17:48:00,92,2011-09-30 13:06:00,112.0,1
12695,2,333.90000000000003,2011-08-24 12:58:00,16,2011-10-04 15:02:00,41.0,0
12697,2,733.91,2011-07-31 14:17:00,40,2011-11-11 08:47:00,102.0,1
12700,2,2149.05,2011-07-06 13:14:00,65,2011-10-05 09:57:00,90.0,0
12701,1,337.08,2011-04-11 13:02:00,151,2011-09-21 10:47:00,162.0,1
12704,3,1100.92,2011-08-26 08:59:00,14,2011-09-22 18:14:00,27.0,0
12705,4,4162.52,2011-07-04 14:36:00,67,2011-09-23 12:55:00,80.0,0
12707,1,603.42,2011-02-21 08:38:00,200,,,1
12708,7,2031.77,2011-08-30 08:15:00,10,2011-09-28 13:30:00,29.0,0
12709,11,7200.79,2011-09-04 14:06:00,5,2011-09-29 15:58:00,25.0,0
12710,3,1149.02,2011-09-04 12:00:00,5,,,1
12712,11,3913.08,2011-08-25 09:18:00,15,2011-10-21 15:20:00,57.0,0
12714,4,3389.7,2011-08-25 09:55:00,15,2011-11-30 15:43:00,97.0,1
12715,1,343.36,2011-08-25 15:22:00,15,,,1
12716,1,677.9,2011-07-29 13:28:00,42,2011-12-06 08:55:00,129.0,1
12717,2,1030.98,2011-07-11 14:47:00,60,,,1
12720,17,3689.84,2011-09-06 13:47:00,3,2011-09-20 15:03:00,14.0,0
12721,4,1698.91,2011-06-09 17:53:00,92,2011-09-21 12:26:00,103.0,1
12722,3,929.65,2011-08-17 08:50:00,23,2011-09-15 14:50:00,29.0,0
12724,2,280.36,2011-06-19 13:37:00,82,2011-09-19 12:36:00,91.0,1
12725,1,427.8,2010-12-03 15:45:00,280,,,1
12726,5,1467.32,2011-06-08 10:10:00,93,2011-09-14 14:19:00,98.0,1
12727,6,3337.7,2011-09-05 13:38:00,4,2011-11-29 11:46:00,84.0,0
12728,3,617.31,2011-03-27 13:07:00,166,2011-09-29 15:31:00,186.0,1
12729,1,453.01,2011-08-18 11:40:00,22,,,1
12731,8,11324.25,2011-07-18 14:10:00,53,2011-09-15 10:53:00,58.0,0
12732,1,236.26000000000002,2011-06-13 11:33:00,88,,,1
12733,1,383.95,2011-04-19 16:19:00,143,,,1
12734,1,110.39999999999999,2010-12-22 12:47:00,261,,,1
12735,2,779.5699999999999,2011-01-28 13:37:00,224,,,1
12736,1,234.0,2011-01-11 07:57:00,241,,,1
12738,1,155.35,2010-12-02 18:27:00,281,,,1
12739,1,975.54,2011-09-01 17:45:00,8,2011-09-22 13:00:00,20.0,0
12743,2,540.13,2011-07-28 16:21:00,43,,,1
12744,5,14211.970000000001,2011-07-18 11:55:00,53,2011-10-14 14:54:00,88.0,0
12747,8,2769.4,2011-08-22 10:38:00,18,2011-10-04 08:26:00,42.0,0
12748,133,13873.21,2011-09-09 13:20:00,0,2011-09-11 14:15:00,2.0,0
12749,3,2755.23,2011-08-01 12:50:00,39,2011-11-17 12:05:00,107.0,1
12750,1,275.88,2011-08-03 09:13:00,37,,,1
12753,5,16620.91,2011-07-27 09:32:00,44,2011-11-17 10:52:00,113.0,1
12754,4,3010.74,2011-04-18 09:00:00,144,,,1
12755,2,3811.95,2011-03-04 12:42:00,189,,,1
12757,7,5281.08,2011-07-20 12:05:00,51,2011-10-06 14:50:00,78.0,0
12758,2,2791.59,2011-08-15 10:22:00,25,,,1
12759,2,1082.52,2011-06-21 09:26:00,80,2011-10-18 14:49:00,119.0,1
12763,2,494.08,2011-07-24 14:12:00,47,,,1
12764,1,1693.88,2011-01-27 10:19:00,225,,,1
12766,5,4952.1900000000005,2011-07-13 13:37:00,58,2011-10-13 11:50:00,91.0,1
12769,1,1143.6,2011-04-15 10:25:00,147,,,1
12770,1,1351.45,2011-05-13 09:33:00,119,,,1
12775,4,1164.68,2011-06-03 07:48:00,98,2011-11-22 16:33:00,172.0,1
12778,4,492.06,2011-06-09 15:29:00,92,2011-10-07 15:23:00,119.0,1
12779,7,2999.41,2011-06-03 10:37:00,98,2011-11-02 11:43:00,152.0,1
12781,1,549.26,2011-02-28 08:43:00,193,2011-10-07 10:37:00,221.0,1
12782,4,2078.67,2011-07-13 10:30:00,58,2011-12-05 09:16:00,144.0,1
12785,1,311.95,2010-12-10 13:48:00,273,,,1
12787,2,344.65999999999997,2011-09-09 12:24:00,0,2011-11-30 08:44:00,81.0,0
12790,1,324.92,2011-05-31 14:14:00,101,,,1
12791,1,192.60000000000002,2010-12-01 11:27:00,282,,,1
12792,1,400.53999999999996,2011-03-28 11:36:00,165,,,1
12793,2,545.48,2011-01-09 12:12:00,243,,,1
12794,1,317.0,2011-09-02 12:01:00,7,2011-10-17 14:54:00,45.0,0
12797,1,254.03,2010-12-09 10:55:00,274,,,1
12798,1,1607.04,2011-06-22 10:11:00,79,2011-10-26 13:21:00,126.0,1
12802,1,427.58,2011-06-06 09:36:00,95,,,1
12808,2,281.35,2011-06-08 12:21:00,93,2011-11-03 10:05:00,147.0,1
12809,1,489.31,2011-06-15 10:51:00,86,,,1
12811,3,514.85,2011-03-24 09:42:00,169,,,1
12814,1,125.92,2011-08-30 12:11:00,10,,,1
12815,2,1063.46,2011-07-15 10:21:00,56,,,1
12816,2,572.2,2011-09-05 12:41:00,4,,,1
12817,1,166.04,2011-03-03 16:28:00,190,,,1
12818,1,1542.08,2011-03-23 12:06:00,170,,,1
12820,1,170.46,2011-01-17 12:34:00,235,2011-09-26 11:49:00,251.0,1
12821,1,92.72,2011-05-09 15:51:00,123,,,1
12823,4,1224.0,2011-08-04 17:45:00,36,2011-09-26 07:35:00,52.0,0
12826,4,818.62,2011-06-14 09:41:00,87,2011-09-29 10:55:00,107.0,1
12828,3,415.51,2011-09-01 17:14:00,8,2011-10-05 10:53:00,33.0,0
12829,2,293.0,2011-01-07 11:13:00,245,,,1
12830,5,6414.32,2011-09-09 15:02:00,0,2011-11-02 11:54:00,53.0,0
12831,1,215.05,2011-03-22 13:02:00,171,,,1
12832,1,267.8,2011-09-02 13:48:00,7,2011-11-07 13:30:00,65.0,0
12833,1,417.38,2011-07-17 13:46:00,54,,,1
12834,1,312.38,2011-03-02 09:49:00,191,,,1
12836,4,2112.53,2011-07-25 15:22:00,46,2011-10-11 15:10:00,77.0,0
12837,1,134.1,2011-06-19 16:07:00,82,,,1
12838,1,390.79,2010-12-01 11:57:00,282,2011-11-06 12:20:00,340.0,1
12839,9,3097.39,2011-09-08 13:17:00,1,2011-09-29 12:39:00,20.0,0
12840,4,2726.77,2011-07-19 09:29:00,52,,,1
12841,17,2829.91,2011-08-25 12:12:00,15,2011-09-11 12:13:00,17.0,0
12842,1,310.73,2011-02-04 12:36:00,217,2011-09-30 15:33:00,238.0,1
12843,7,1692.31,2011-07-03 12:21:00,68,2011-10-05 12:09:00,93.0,1
12844,1,174.88,2011-08-01 13:11:00,39,2011-11-10 13:31:00,101.0,1
12845,4,354.09,2011-03-17 13:34:00,176,,,1
12849,1,668.8499999999999,2011-03-16 12:26:00,177,2011-11-08 13:41:00,237.0,1
12851,1,131.81,2011-09-04 12:41:00,5,,,1
12852,1,311.55,2011-02-18 08:47:00,203,,,1
12853,6,1957.1000000000001,2011-07-28 11:29:00,43,,,1
12854,2,810.37,2011-04-12 14:17:00,150,2011-09-22 12:15:00,162.0,1
12855,1,38.1,2010-12-02 09:37:00,281,,,1
12857,2,1106.4,2011-05-13 10:20:00,119,,,1
12864,1,147.12,2011-07-24 13:03:00,47,,,1
12865,1,981.38,2011-08-08 10:11:00,32,2011-11-13 14:31:00,97.0,1
12866,1,559.12,2011-03-01 14:11:00,192,,,1
12867,6,3015.96,2011-09-04 13:35:00,5,2011-11-13 15:30:00,70.0,0
12868,6,1607.0600000000002,2011-06-07 10:42:00,94,,,1
12871,1,132.0,2011-05-16 13:32:00,116,2011-09-16 15:07:00,123.0,1
12872,2,599.97,2011-01-17 10:52:00,235,,,1
12873,1,374.0,2011-03-02 14:58:00,191,,,1
12875,2,343.2300000000001,2011-07-19 15:30:00,52,,,1
12876,1,726.43,2011-05-27 13:34:00,105,2011-10-13 12:26:00,138.0,1
12877,9,1059.23,2011-08-07 11:40:00,33,2011-09-22 13:05:00,46.0,0
12878,2,854.99,2011-04-17 13:07:00,145,,,1
12879,1,140.5,2011-09-09 12:11:00,0,2011-09-19 14:27:00,10.0,0
12881,1,298.0,2011-03-09 11:44:00,184,,,1
12885,1,645.35,2011-08-08 11:45:00,32,2011-10-07 13:34:00,60.0,0
12886,1,775.0,2011-05-04 11:21:00,128,2011-10-03 10:09:00,151.0,1
12888,2,354.12,2011-05-09 16:02:00,123,,,1
12891,3,331.0,2011-06-07 12:31:00,94,,,1
12897,2,216.5,2011-05-19 12:13:00,113,,,1
12901,19,11639.470000000001,2011-08-23 10:56:00,17,2011-09-19 13:39:00,27.0,0
12902,1,138.68,2011-03-20 12:06:00,173,,,1
12904,1,244.69,2011-06-20 13:18:00,81,2011-11-21 14:34:00,154.0,1
12908,2,750.0,2011-06-16 15:39:00,85,,,1
12909,3,1528.37,2011-05-22 11:52:00,110,2011-09-13 12:22:00,114.0,1
12910,4,1486.9,2011-07-28 14:36:00,43,2011-09-22 12:55:00,55.0,0
12913,3,866.39,2011-03-02 10:49:00,191,2011-11-24 10:39:00,266.0,1
12915,2,363.65,2011-07-14 11:34:00,57,,,1
12916,4,2944.95,2011-07-24 10:35:00,47,,,1
12917,1,594.0,2011-08-03 16:42:00,37,,,1
12919,3,441.65,2011-08-15 11:39:00,25,2011-11-08 10:27:00,84.0,0
12921,24,10083.47,2011-09-02 13:01:00,7,2011-09-14 12:50:00,11.0,0
12922,1,405.38,2011-07-01 15:35:00,70,,,1
12924,3,655.27,2011-05-25 13:35:00,107,2011-09-12 13:55:00,110.0,1
12928,3,1136.14,2011-07-15 08:09:00,56,2011-10-25 09:31:00,102.0,1
12929,1,117.85,2011-02-01 12:08:00,220,,,1
12930,1,221.56,2011-06-21 13:25:00,80,2011-09-22 15:18:00,93.0,1
12931,11,32530.7,2011-08-30 11:54:00,10,2011-10-03 13:53:00,34.0,0
12933,2,357.49,2011-06-21 16:13:00,80,2011-11-15 16:38:00,147.0,1
12935,4,1535.34,2011-08-22 12:22:00,18,2011-11-13 11:24:00,82.0,0
12937,2,428.23,2011-05-26 14:17:00,106,2011-09-29 14:38:00,126.0,1
12939,4,7990.08,2011-07-24 12:51:00,47,2011-09-21 13:34:00,59.0,0
12942,3,675.6,2011-07-31 14:39:00,40,,,1
12944,1,286.95,2010-12-20 10:41:00,263,2011-11-04 11:04:00,319.0,1
12945,1,462.95,2011-02-24 14:15:00,197,,,1
12947,6,1603.99,2011-07-19 10:06:00,52,,,1
12948,4,1423.96,2011-08-26 14:45:00,14,2011-10-11 15:53:00,46.0,0
12949,7,3449.42,2011-08-17 15:11:00,23,2011-11-09 11:25:00,83.0,0
12951,5,751.78,2011-06-19 10:35:00,82,2011-12-01 12:14:00,165.0,1
12955,6,1843.36,2011-09-08 12:48:00,1,2011-10-18 15:42:00,40.0,0
12956,1,108.07,2011-02-06 16:08:00,215,,,1
